id,title,type,genres,averageRating,numVotes,releaseYear,idjw
tt1270797,Venom,movie,"Action, Adventure, Sci-Fi",6.6,578079.0,2018.0,tm313044
tt10811166,The Kashmir Files,movie,Drama,8.5,576313.0,2022.0,tm1130341
tt1659337,The Perks of Being a Wallflower,movie,Drama,7.9,570827.0,2012.0,tm60939
tt1483013,Oblivion,movie,"Action, Adventure, Sci-Fi",7.0,570819.0,2013.0,tm183480
tt0356910,Mr. & Mrs. Smith,movie,"Action, Comedy, Crime",6.5,568086.0,2005.0,tm176981
tt0945513,Source Code,movie,"Action, Drama, Mystery",7.5,567800.0,2011.0,tm170839
tt0095953,Rain Man,movie,Drama,8.0,565434.0,1988.0,tm43389
tt0467406,Juno,movie,"Comedy, Drama",7.4,562532.0,2007.0,tm78084
tt0242653,The Matrix Revolutions,movie,"Action, Sci-Fi",6.7,560948.0,2003.0,tm12
tt0376994,X-Men: The Last Stand,movie,"Action, Adventure, Sci-Fi",6.6,559970.0,2006.0,tm38375
tt0314331,Love Actually,movie,"Comedy, Drama, Romance",7.5,558744.0,2003.0,tm133767
tt2872732,Lucy,movie,"Action, Sci-Fi, Thriller",6.4,557220.0,2014.0,tm140013
tt1411697,The Hangover Part II,movie,Comedy,6.5,556432.0,2011.0,tm167643
tt0458525,X-Men Origins: Wolverine,movie,"Action, Sci-Fi",6.5,554643.0,2009.0,tm154915
tt0087469,Indiana Jones and the Temple of Doom,movie,"Action, Adventure",7.5,552309.0,1984.0,tm168802
tt0425112,Hot Fuzz,movie,"Action, Comedy, Mystery",7.8,551957.0,2007.0,tm66720
tt0441773,Kung Fu Panda,movie,"Action, Adventure, Animation",7.6,551426.0,2008.0,tm47756
tt0367594,Charlie and the Chocolate Factory,movie,"Adventure, Comedy, Family",6.7,551366.0,2005.0,tm160815
tt2179136,American Sniper,movie,"Action, Biography, Drama",7.3,550803.0,2014.0,tm137713
tt0206634,Children of Men,movie,"Drama, Sci-Fi, Thriller",7.9,547724.0,2006.0,tm28136
tt0099487,Edward Scissorhands,movie,"Drama, Fantasy, Romance",7.8,546413.0,1990.0,tm147893
tt0047396,Rear Window,movie,"Drama, Mystery, Thriller",8.5,546268.0,1954.0,tm21091
tt1663662,Pacific Rim,movie,"Action, Adventure, Sci-Fi",6.9,545315.0,2013.0,tm168436
tt0800080,The Incredible Hulk,movie,"Action, Adventure, Sci-Fi",6.6,544052.0,2008.0,tm57843
tt1229238,Mission: Impossible - Ghost Protocol,movie,"Action, Adventure, Thriller",7.4,543953.0,2011.0,tm166978
tt0268380,Ice Age,movie,"Adventure, Animation, Comedy",7.5,543270.0,2002.0,tm116550
tt4425200,John Wick: Chapter 2,movie,"Action, Crime, Thriller",7.4,540793.0,2017.0,tm233164
tt0289879,The Butterfly Effect,movie,"Drama, Sci-Fi, Thriller",7.6,540585.0,2004.0,tm85941
tt1477834,Aquaman,movie,"Action, Adventure, Fantasy",6.8,537911.0,2018.0,tm544
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"Comedy, War",8.3,537693.0,1964.0,tm188758
tt0449059,Little Miss Sunshine,movie,"Comedy, Drama",7.8,537554.0,2006.0,tm26292
tt1790864,The Maze Runner,movie,"Action, Mystery, Sci-Fi",6.8,536142.0,2014.0,tm140507
tt0790636,Dallas Buyers Club,movie,"Biography, Drama",7.9,535176.0,2013.0,tm168111
tt1979320,Rush,movie,"Biography, Drama, Sport",8.1,534630.0,2013.0,tm176864
tt1630029,Avatar: The Way of Water,movie,"Action, Adventure, Fantasy",7.5,534214.0,2022.0,tm1904
tt0298148,Shrek 2,movie,"Adventure, Animation, Comedy",7.4,531385.0,2004.0,tm89680
tt2245084,Big Hero 6,movie,"Action, Adventure, Animation",7.8,529327.0,2014.0,tm148170
tt0092099,Top Gun,movie,"Action, Drama",7.0,528271.0,1986.0,tm1217553
tt0448157,Hancock,movie,"Action, Comedy, Drama",6.4,527607.0,2008.0,tm30603
tt0119116,The Fifth Element,movie,"Action, Adventure, Sci-Fi",7.6,527325.0,1997.0,tm192682
tt1951265,The Hunger Games: Mockingjay - Part 1,movie,"Action, Adventure, Sci-Fi",6.6,524747.0,2014.0,tm158648
tt1950186,Ford v Ferrari,movie,"Action, Biography, Drama",8.1,523040.0,2019.0,tm420873
tt0398286,Tangled,movie,"Adventure, Animation, Comedy",7.7,521033.0,2010.0,tm100894
tt1895587,Spotlight,movie,"Biography, Crime, Drama",8.1,518846.0,2015.0,tm218359
tt1677720,Ready Player One,movie,"Action, Adventure, Sci-Fi",7.4,517171.0,2018.0,tm225321
tt9419884,Doctor Strange in the Multiverse of Madness,movie,"Action, Adventure, Fantasy",6.9,515432.0,2022.0,tm318385
tt1291584,Warrior,movie,"Action, Drama, Sport",8.1,514507.0,2011.0,tm166548
tt0362227,The Terminal,movie,"Comedy, Drama, Romance",7.4,514115.0,2004.0,tm89677
tt1568346,The Girl with the Dragon Tattoo,movie,"Crime, Drama, Mystery",7.8,513750.0,2011.0,tm143969
tt1454029,The Help,movie,Drama,8.1,512950.0,2011.0,tm168805
tt1430132,The Wolverine,movie,"Action, Sci-Fi",6.7,511657.0,2013.0,tm187305
tt1596363,The Big Short,movie,"Biography, Comedy, Drama",7.8,511422.0,2015.0,tm222133
tt1800241,American Hustle,movie,"Crime, Drama",7.2,509872.0,2013.0,tm181748
tt3397884,Sicario,movie,"Action, Crime, Drama",7.7,508741.0,2015.0,tm141107
tt1535109,Captain Phillips,movie,"Action, Biography, Crime",7.8,507876.0,2013.0,tm176861
tt1099212,Twilight,movie,"Drama, Fantasy, Romance",5.3,507006.0,2008.0,tm57772
tt1723121,We're the Millers,movie,"Comedy, Crime",7.0,506688.0,2013.0,tm173363
tt1840309,Divergent,movie,"Action, Adventure, Drama",6.6,505709.0,2014.0,tm151311
tt0327056,Mystic River,movie,"Crime, Drama, Mystery",7.9,504121.0,2003.0,tm139536
tt1408101,Star Trek Into Darkness,movie,"Action, Adventure, Sci-Fi",7.7,504099.0,2013.0,tm188442
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,movie,"Action, Adventure",6.2,503234.0,2008.0,tm58329
tt0317219,Cars,movie,"Adventure, Animation, Comedy",7.3,503086.0,2006.0,tm31341
tt0099088,Back to the Future Part III,movie,"Adventure, Comedy, Sci-Fi",7.5,500687.0,1990.0,tm156886
tt0372183,The Bourne Supremacy,movie,"Action, Thriller",7.7,500207.0,2004.0,tm92758
tt2103281,Dawn of the Planet of the Apes,movie,"Action, Adventure, Drama",7.6,500039.0,2014.0,tm144049
tt0458352,The Devil Wears Prada,movie,"Comedy, Drama",6.9,499721.0,2006.0,tm32004
tt0084787,The Thing,movie,"Horror, Mystery, Sci-Fi",8.2,498765.0,1982.0,tm42388
tt6263850,Deadpool & Wolverine,movie,"Action, Adventure, Comedy",7.6,498250.0,2024.0,tm843068
tt0319262,The Day After Tomorrow,movie,"Action, Adventure, Sci-Fi",6.5,497006.0,2004.0,tm85114
tt2980516,The Theory of Everything,movie,"Biography, Drama, Romance",7.7,496889.0,2014.0,tm160708
tt0139654,Training Day,movie,"Crime, Drama, Thriller",7.8,496078.0,2001.0,tm51064
tt0101414,Beauty and the Beast,movie,"Animation, Family, Fantasy",8.0,493215.0,1991.0,tm195553
tt12593682,Bullet Train,movie,"Action, Comedy, Thriller",7.3,492778.0,2022.0,tm1069551
tt1515091,Sherlock Holmes: A Game of Shadows,movie,"Action, Adventure, Mystery",7.4,492510.0,2011.0,tm178201
tt0974015,Justice League,movie,"Action, Adventure, Fantasy",6.0,491874.0,2017.0,tm443
tt0407304,War of the Worlds,movie,"Action, Adventure, Sci-Fi",6.5,490489.0,2005.0,tm172683
tt0117060,Mission: Impossible,movie,"Action, Adventure, Thriller",7.2,490252.0,1996.0,tm107744
tt0387564,Saw,movie,"Horror, Mystery, Thriller",7.6,489623.0,2004.0,tm79923
tt0325710,The Last Samurai,movie,"Action, Drama",7.8,489168.0,2003.0,tm142086
tt0217505,Gangs of New York,movie,"Crime, Drama",7.5,488595.0,2002.0,tm105987
tt1210166,Moneyball,movie,"Biography, Drama, Sport",7.6,486728.0,2011.0,tm171801
tt0103639,Aladdin,movie,"Adventure, Animation, Comedy",8.0,486572.0,1992.0,tm123824
tt0405422,The 40-Year-Old Virgin,movie,"Comedy, Romance",7.1,485611.0,2005.0,tm163863
tt0887912,The Hurt Locker,movie,"Drama, Thriller, War",7.5,484672.0,2008.0,tm26327
tt0347149,Howl's Moving Castle,movie,"Adventure, Animation, Family",8.2,483356.0,2004.0,tm79928
tt0830515,Quantum of Solace,movie,"Action, Adventure, Mystery",6.5,483050.0,2008.0,tm26897
tt1535108,Elysium,movie,"Action, Drama, Sci-Fi",6.6,482382.0,2013.0,tm168654
tt0120616,The Mummy,movie,"Action, Adventure, Fantasy",7.1,482265.0,1999.0,tm122327
tt0446029,Scott Pilgrim vs. the World,movie,"Action, Comedy, Fantasy",7.5,481830.0,2010.0,tm100029
tt0033467,Citizen Kane,movie,"Drama, Mystery",8.3,480972.0,1941.0,tm83648
tt2379713,Spectre,movie,"Action, Adventure, Thriller",6.8,480691.0,2015.0,tm138257
tt1772341,Wreck-It Ralph,movie,"Adventure, Animation, Comedy",7.7,479800.0,2012.0,tm30584
tt0780536,In Bruges,movie,"Comedy, Crime, Drama",7.9,479359.0,2008.0,tm41942
tt3385516,X-Men: Apocalypse,movie,"Action, Adventure, Sci-Fi",6.8,479267.0,2016.0,tm122347
tt1499658,Horrible Bosses,movie,"Comedy, Crime",6.9,479147.0,2011.0,tm170754
tt2283362,Jumanji: Welcome to the Jungle,movie,"Action, Adventure, Comedy",7.0,478825.0,2017.0,tm219286
tt0070047,The Exorcist,movie,Horror,8.1,477825.0,1973.0,tm190788
tt0093773,Predator,movie,"Action, Adventure, Horror",7.8,477209.0,1987.0,tm19698
tt11564570,Glass Onion,movie,"Comedy, Crime, Drama",7.1,476628.0,2022.0,tm915749
tt0289043,28 Days Later,movie,"Drama, Horror, Sci-Fi",7.5,475503.0,2002.0,tm110638
tt1355644,Passengers,movie,"Drama, Romance, Sci-Fi",7.0,474886.0,2016.0,tm213870
tt5095030,Ant-Man and the Wasp,movie,"Action, Adventure, Comedy",7.0,473024.0,2018.0,tm227990
tt0382625,The Da Vinci Code,movie,"Mystery, Thriller",6.6,472902.0,2006.0,tm23568
tt1259521,The Cabin in the Woods,movie,"Horror, Mystery, Thriller",7.0,472288.0,2011.0,tm33915
tt0765429,American Gangster,movie,"Biography, Crime, Drama",7.8,471747.0,2007.0,tm84751
tt0087332,Ghostbusters,movie,"Action, Comedy, Fantasy",7.8,470581.0,1984.0,tm197031
tt0319061,Big Fish,movie,"Adventure, Drama, Fantasy",8.0,469292.0,2003.0,tm139658
tt0942385,Tropic Thunder,movie,"Action, Comedy, War",7.1,468586.0,2008.0,tm28346
tt3170832,Room,movie,"Drama, Thriller",8.1,467924.0,2015.0,tm140174
tt2584384,Jojo Rabbit,movie,"Comedy, Drama, War",7.9,467385.0,2019.0,tm419055
tt1637688,In Time,movie,"Action, Sci-Fi, Thriller",6.7,467377.0,2011.0,tm180545
tt0093779,The Princess Bride,movie,"Adventure, Comedy, Family",8.0,466526.0,1987.0,tm19438
tt0120591,Armageddon,movie,"Action, Adventure, Sci-Fi",6.7,466109.0,1998.0,tm58094
tt2382320,No Time to Die,movie,"Action, Adventure, Thriller",7.3,465435.0,2021.0,tm232799
tt0092005,Stand by Me,movie,"Adventure, Comedy, Drama",8.1,464485.0,1986.0,tm111075
tt9376612,Shang-Chi and the Legend of the Ten Rings,movie,"Action, Adventure, Fantasy",7.3,463469.0,2021.0,tm821207
tt6264654,Free Guy,movie,"Action, Adventure, Comedy",7.1,462750.0,2021.0,tm460711
tt1217209,Brave,movie,"Action, Adventure, Animation",7.1,462079.0,2012.0,tm51645
tt0377092,Mean Girls,movie,Comedy,7.1,461767.0,2004.0,tm91952
tt1605783,Midnight in Paris,movie,"Comedy, Fantasy, Romance",7.6,461564.0,2011.0,tm164877
tt5580390,The Shape of Water,movie,"Drama, Fantasy, Romance",7.3,460681.0,2017.0,tm244209
tt0119698,Princess Mononoke,movie,"Adventure, Animation, Fantasy",8.3,460498.0,1997.0,tm192569
tt0443453,Borat,movie,Comedy,7.4,460393.0,2006.0,tm21208
tt0360717,King Kong,movie,"Action, Adventure, Romance",7.2,459507.0,2005.0,tm178788
tt0119567,The Lost World: Jurassic Park,movie,"Action, Adventure, Sci-Fi",6.6,459291.0,1997.0,tm193042
tt1187043,3 Idiots,movie,"Comedy, Drama",8.4,458708.0,2009.0,tm142564
tt0351283,Madagascar,movie,"Adventure, Animation, Comedy",6.9,458520.0,2005.0,tm174799
tt0088847,The Breakfast Club,movie,"Comedy, Drama",7.8,457453.0,1985.0,tm123377
tt0217869,Unbreakable,movie,"Drama, Mystery, Sci-Fi",7.3,456632.0,2000.0,tm18133
tt0091763,Platoon,movie,"Drama, War",8.1,456252.0,1986.0,tm110805
tt12361974,Zack Snyder's Justice League,movie,"Action, Adventure, Fantasy",7.9,455985.0,2021.0,tm893885
tt0375679,Crash,movie,"Crime, Drama, Thriller",7.7,455601.0,2004.0,tm94303
tt1014759,Alice in Wonderland,movie,"Adventure, Family, Fantasy",6.4,455554.0,2010.0,tm100267
tt9362722,Spider-Man: Across the Spider-Verse,movie,"Action, Adventure, Animation",8.5,455484.0,2023.0,tm949044
tt9764362,The Menu,movie,"Comedy, Horror, Thriller",7.2,454930.0,2022.0,tm1198110
tt0105695,Unforgiven,movie,"Drama, Western",8.2,454523.0,1992.0,tm128806
tt0831387,Godzilla,movie,"Action, Adventure, Sci-Fi",6.4,454134.0,2014.0,tm158958
tt0083866,E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",7.9,453866.0,1982.0,tm56870
tt6146586,John Wick: Chapter 3 - Parabellum,movie,"Action, Crime, Thriller",7.4,453311.0,2019.0,tm322433
tt1302006,The Irishman,movie,"Biography, Crime, Drama",7.8,453308.0,2019.0,tm244149
tt3480822,Black Widow,movie,"Action, Adventure, Sci-Fi",6.6,453226.0,2021.0,tm439797
tt0315327,Bruce Almighty,movie,"Comedy, Fantasy",6.8,452912.0,2003.0,tm140701
tt0119174,The Game,movie,"Drama, Mystery, Thriller",7.7,452845.0,1997.0,tm193015
tt0163651,American Pie,movie,Comedy,7.0,451674.0,1999.0,tm57601
tt0032138,The Wizard of Oz,movie,"Adventure, Family, Fantasy",8.1,450650.0,1939.0,tm155702
tt0369339,Collateral,movie,"Action, Crime, Drama",7.5,448855.0,2004.0,tm88729
tt0086879,Amadeus,movie,"Biography, Drama, Music",8.4,448693.0,1984.0,tm175246
tt8772262,Midsommar,movie,"Drama, Horror, Mystery",7.1,448481.0,2019.0,tm439291
tt0110475,The Mask,movie,"Comedy, Crime, Fantasy",7.0,447175.0,1994.0,tm120929
tt0455944,The Equalizer,movie,"Action, Crime, Thriller",7.3,445625.0,2014.0,tm160558
tt0052357,Vertigo,movie,"Mystery, Romance, Thriller",8.3,445013.0,1958.0,tm131442
tt1245492,This Is the End,movie,"Comedy, Fantasy",6.6,444961.0,2013.0,tm159637
tt1399103,Transformers: Dark of the Moon,movie,"Action, Adventure, Sci-Fi",6.2,444354.0,2011.0,tm184015
tt1690953,Despicable Me 2,movie,"Adventure, Animation, Comedy",7.3,444328.0,2013.0,tm166553
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,"Adventure, Family, Fantasy",6.9,444077.0,2005.0,tm180742
tt1055369,Transformers: Revenge of the Fallen,movie,"Action, Adventure, Sci-Fi",6.0,441836.0,2009.0,tm138894
tt0265086,Black Hawk Down,movie,"Action, Drama, History",7.7,439947.0,2001.0,tm35465
tt0099674,The Godfather Part III,movie,"Crime, Drama",7.6,439634.0,1990.0,tm1522993
tt0232500,The Fast and the Furious,movie,"Action, Crime, Thriller",6.8,438140.0,2001.0,tm45787
tt1517451,A Star Is Born,movie,"Drama, Music, Romance",7.6,436136.0,2018.0,tm266686
tt10648342,Thor: Love and Thunder,movie,"Action, Adventure, Comedy",6.1,433829.0,2022.0,tm821210
tt8367814,The Gentlemen,movie,"Action, Crime",7.8,433782.0,2019.0,tm441050
tt1060277,Cloverfield,movie,"Action, Horror, Sci-Fi",7.0,433691.0,2008.0,tm36606
tt6334354,The Suicide Squad,movie,"Action, Adventure, Comedy",7.2,432867.0,2021.0,tm299698
tt1282140,Easy A,movie,"Comedy, Drama, Romance",7.0,431844.0,2010.0,tm97441
tt0840361,The Town,movie,"Crime, Drama, Thriller",7.5,431282.0,2010.0,tm101190
tt0361862,The Machinist,movie,"Drama, Thriller",7.6,429485.0,2004.0,tm85617
tt0104431,Home Alone 2: Lost in New York,movie,"Adventure, Comedy, Crime",6.9,429183.0,1992.0,tm130837
tt0109686,Dumb and Dumber,movie,Comedy,7.3,429159.0,1994.0,tm113513
tt6791350,Guardians of the Galaxy Vol. 3,movie,"Action, Adventure, Comedy",7.9,429129.0,2023.0,tm317636
tt0337978,Live Free or Die Hard,movie,"Action, Thriller",7.1,429046.0,2007.0,tm77083
tt0079470,Monty Python's Life of Brian,movie,Comedy,8.0,428962.0,1979.0,tm70993
tt1905041,Fast & Furious 6,movie,"Action, Thriller",7.0,428819.0,2013.0,tm177568
tt0181852,Terminator 3: Rise of the Machines,movie,"Action, Sci-Fi",6.3,428421.0,2003.0,tm137143
tt0405094,The Lives of Others,movie,"Drama, Mystery, Thriller",8.4,427794.0,2006.0,tm34590
tt2820852,Furious 7,movie,"Action, Thriller",7.1,427397.0,2015.0,tm138641
tt0349903,Ocean's Twelve,movie,"Crime, Thriller",6.5,426745.0,2004.0,tm85992
tt2381249,Mission: Impossible - Rogue Nation,movie,"Action, Adventure, Thriller",7.4,425638.0,2015.0,tm137836
tt0118971,The Devil's Advocate,movie,"Drama, Fantasy, Mystery",7.5,423488.0,1997.0,tm191848
tt2294449,22 Jump Street,movie,"Action, Comedy, Crime",7.0,423282.0,2014.0,tm155841
tt1596343,Fast Five,movie,"Action, Crime, Thriller",7.3,420736.0,2011.0,tm170517
tt0112864,Die Hard with a Vengeance,movie,"Action, Adventure, Thriller",7.6,420303.0,1995.0,tm8637
tt0493464,Wanted,movie,"Action, Crime, Thriller",6.7,419951.0,2008.0,tm42877
tt7784604,Hereditary,movie,"Drama, Horror, Mystery",7.3,419755.0,2018.0,tm364165
tt0120912,Men in Black II,movie,"Action, Adventure, Comedy",6.2,419025.0,2002.0,tm114954
tt0147800,10 Things I Hate About You,movie,"Comedy, Drama, Romance",7.4,418829.0,1999.0,tm874
tt0117571,Scream,movie,"Horror, Mystery",7.4,417645.0,1996.0,tm927825
tt3521164,Moana,movie,"Adventure, Animation, Comedy",7.6,415657.0,2016.0,tm120111
tt2582846,The Fault in Our Stars,movie,"Drama, Romance",7.6,414966.0,2014.0,tm141973
tt0119094,Face/Off,movie,"Action, Crime, Sci-Fi",7.3,414604.0,1997.0,tm189515
tt1542344,127 Hours,movie,"Biography, Drama",7.5,413973.0,2010.0,tm102558
tt1587310,Maleficent,movie,"Action, Adventure, Drama",6.9,413702.0,2014.0,tm147258
tt0454848,Inside Man,movie,"Crime, Drama, Mystery",7.6,413001.0,2006.0,tm27163
tt2194499,About Time,movie,"Comedy, Drama, Fantasy",7.8,412671.0,2013.0,tm186121
tt1190080,2012,movie,"Action, Adventure, Sci-Fi",5.8,410599.0,2009.0,tm143713
tt0230600,The Others,movie,"Horror, Mystery, Thriller",7.6,410112.0,2001.0,tm47890
tt1632708,Friends with Benefits,movie,"Comedy, Romance",6.5,409310.0,2011.0,tm173917
tt1453405,Monsters University,movie,"Adventure, Animation, Comedy",7.2,408917.0,2013.0,tm186511
tt0111257,Speed,movie,"Action, Adventure, Thriller",7.3,408748.0,1994.0,tm192870
tt9032400,Eternals,movie,"Action, Adventure, Fantasy",6.2,408200.0,2021.0,tm439804
tt2948372,Soul,movie,"Adventure, Animation, Comedy",8.0,408167.0,2020.0,tm375501
tt0096283,My Neighbor Totoro,movie,"Animation, Comedy, Family",8.1,407740.0,1988.0,tm38744
tt0166924,Mulholland Drive,movie,"Drama, Mystery, Thriller",7.9,407184.0,2001.0,tm30858
tt1706620,Snowpiercer,movie,"Action, Sci-Fi, Thriller",7.1,406914.0,2013.0,tm166118
tt2737304,Bird Box,movie,"Horror, Mystery, Sci-Fi",6.6,406531.0,2018.0,tm374132
tt0317919,Mission: Impossible III,movie,"Action, Adventure, Thriller",6.9,405108.0,2006.0,tm22457
tt0328107,Man on Fire,movie,"Action, Crime, Drama",7.7,403317.0,2004.0,tm80657
tt0094721,Beetlejuice,movie,"Comedy, Fantasy",7.5,403239.0,1988.0,tm39601
tt0091042,Ferris Bueller's Day Off,movie,Comedy,7.8,402614.0,1986.0,tm116000
tt1490017,The Lego Movie,movie,"Action, Adventure, Animation",7.7,402254.0,2014.0,tm154995
tt0286106,Signs,movie,"Drama, Mystery, Sci-Fi",6.8,401267.0,2002.0,tm115633
tt0388795,Brokeback Mountain,movie,"Drama, Romance",7.7,401124.0,2005.0,tm169295
tt1409024,Men in Black³,movie,"Action, Adventure, Comedy",6.8,400729.0,2012.0,tm33253
tt0448115,Shazam!,movie,"Action, Adventure, Comedy",7.0,400487.0,2019.0,tm1897
tt0120663,Eyes Wide Shut,movie,"Drama, Mystery, Thriller",7.5,399557.0,1999.0,tm62326
tt0162661,Sleepy Hollow,movie,"Fantasy, Horror, Mystery",7.3,399517.0,1999.0,tm52866
tt0964517,The Fighter,movie,"Action, Biography, Drama",7.8,398984.0,2010.0,tm101914
tt0317740,The Italian Job,movie,"Action, Crime, Thriller",7.0,398923.0,2003.0,tm134144
tt0343660,50 First Dates,movie,"Comedy, Drama, Romance",6.8,398650.0,2004.0,tm86355
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,movie,"Drama, Horror, Musical",7.3,397785.0,2007.0,tm82467
tt0443543,The Illusionist,movie,"Drama, Fantasy, Mystery",7.5,397399.0,2006.0,tm38304
tt0099423,Die Hard 2,movie,"Action, Thriller",7.1,396515.0,1990.0,tm162823
tt0113497,Jumanji,movie,"Adventure, Comedy, Family",7.1,395836.0,1995.0,tm10270
tt0081398,Raging Bull,movie,"Biography, Drama, Sport",8.1,395758.0,1980.0,tm103040
tt4912910,Mission: Impossible - Fallout,movie,"Action, Adventure, Thriller",7.7,395642.0,2018.0,tm218937
tt0107688,The Nightmare Before Christmas,movie,"Animation, Family, Fantasy",7.9,395319.0,1993.0,tm185041
tt0087843,Once Upon a Time in America,movie,"Crime, Drama",8.3,395245.0,1984.0,tm180542
tt0338751,The Aviator,movie,"Biography, Drama",7.5,395239.0,2004.0,tm86637
tt1068680,Yes Man,movie,"Comedy, Romance",6.8,394899.0,2008.0,tm31383
tt3778644,Solo: A Star Wars Story,movie,"Action, Adventure, Sci-Fi",6.9,394748.0,2018.0,tm215172
tt3799694,The Nice Guys,movie,"Action, Comedy, Crime",7.4,394580.0,2016.0,tm120069
tt1951266,The Hunger Games: Mockingjay - Part 2,movie,"Action, Adventure, Sci-Fi",6.6,394180.0,2015.0,tm133531
tt0477347,Night at the Museum,movie,"Adventure, Comedy, Family",6.5,393633.0,2006.0,tm22112
tt0120755,Mission: Impossible II,movie,"Action, Adventure, Thriller",6.1,392776.0,2000.0,tm27395
tt0360486,Constantine,movie,"Action, Fantasy, Horror",7.0,392549.0,2005.0,tm173562
tt0478311,Knocked Up,movie,"Comedy, Romance",6.9,392332.0,2007.0,tm85922
tt0357413,Anchorman: The Legend of Ron Burgundy,movie,Comedy,7.1,390611.0,2004.0,tm80906
tt0119396,Jackie Brown,movie,"Crime, Drama, Thriller",7.5,389909.0,1997.0,tm191766
tt0298130,The Ring,movie,"Horror, Mystery",7.1,389645.0,2002.0,tm109304
tt0363163,Downfall,movie,"Biography, Drama, History",8.2,388677.0,2004.0,tm81493
tt2106476,The Hunt,movie,Drama,8.3,388213.0,2012.0,tm54023
tt0396269,Wedding Crashers,movie,"Comedy, Romance",7.0,387437.0,2005.0,tm166990
tt1907668,Flight,movie,"Drama, Thriller",7.3,387193.0,2012.0,tm65087
tt1182345,Moon,movie,"Drama, Mystery, Sci-Fi",7.8,386311.0,2009.0,tm133067
tt0100405,Pretty Woman,movie,"Comedy, Romance",7.1,386202.0,1990.0,tm153016
tt0438488,Terminator Salvation,movie,"Action, Adventure, Sci-Fi",6.5,385922.0,2009.0,tm154470
tt4649466,Kingsman: The Golden Circle,movie,"Action, Adventure, Comedy",6.7,385636.0,2017.0,tm232801
tt0047478,Seven Samurai,movie,"Action, Drama",8.6,384059.0,1954.0,tm18043
tt0395169,Hotel Rwanda,movie,"Biography, Drama, History",8.1,383882.0,2004.0,tm82620
tt1646971,How to Train Your Dragon 2,movie,"Action, Adventure, Animation",7.8,381581.0,2014.0,tm134967
tt1371111,Cloud Atlas,movie,"Drama, Mystery, Sci-Fi",7.4,381215.0,2012.0,tm63108
tt1041829,The Proposal,movie,"Comedy, Drama, Romance",6.8,380850.0,2009.0,tm154243
tt2798920,Annihilation,movie,"Adventure, Drama, Horror",6.8,379488.0,2018.0,tm232800
tt0790724,Jack Reacher,movie,"Action, Thriller",7.0,379349.0,2012.0,tm53381
tt0496806,Ocean's Thirteen,movie,"Crime, Thriller",6.9,377655.0,2007.0,tm82525
tt10366206,John Wick: Chapter 4,movie,"Action, Crime, Thriller",7.6,377435.0,2023.0,tm475372
tt0077416,The Deer Hunter,movie,"Drama, War",8.1,375647.0,1978.0,tm17792
tt1065073,Boyhood,movie,Drama,7.9,375250.0,2014.0,tm153755
tt1748122,Moonrise Kingdom,movie,"Adventure, Comedy, Drama",7.8,374818.0,2012.0,tm32658
tt0878804,The Blind Side,movie,"Biography, Drama, Sport",7.6,374636.0,2009.0,tm133374
tt1650062,Super 8,movie,"Action, Sci-Fi, Thriller",7.0,374079.0,2011.0,tm170890
tt1320253,The Expendables,movie,"Action, Adventure, Thriller",6.4,372975.0,2010.0,tm97349
tt0389860,Click,movie,"Comedy, Drama, Fantasy",6.4,371818.0,2006.0,tm42533
tt1179933,10 Cloverfield Lane,movie,"Drama, Horror, Sci-Fi",7.2,371358.0,2016.0,tm205872
tt0433035,Real Steel,movie,"Action, Drama, Sci-Fi",7.1,370523.0,2011.0,tm159271
tt0117500,The Rock,movie,"Action, Adventure, Thriller",7.4,369867.0,1996.0,tm109086
tt0100802,Total Recall,movie,"Action, Adventure, Sci-Fi",7.5,368955.0,1990.0,tm74848
tt0064116,Once Upon a Time in the West,movie,"Drama, Western",8.5,368215.0,1968.0,tm76202
tt0212338,Meet the Parents,movie,"Comedy, Romance",7.0,368176.0,2000.0,tm18856
tt1104001,Tron: Legacy,movie,"Action, Adventure, Sci-Fi",6.8,367512.0,2010.0,tm99496
tt1403865,True Grit,movie,"Drama, Western",7.6,367111.0,2010.0,tm90190
tt2788710,The Interview,movie,"Action, Adventure, Comedy",6.5,367050.0,2014.0,tm157121
tt0368891,National Treasure,movie,"Action, Adventure, Mystery",6.9,367015.0,2004.0,tm90391
tt6857112,Us,movie,"Horror, Mystery, Thriller",6.8,366971.0,2019.0,tm322852
tt0822854,Shooter,movie,"Action, Drama, Thriller",7.2,366637.0,2007.0,tm84371
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,movie,"Action, Adventure, Fantasy",6.5,366086.0,2017.0,tm387
tt0910936,Pineapple Express,movie,"Action, Comedy, Crime",6.9,365502.0,2008.0,tm30136
tt1231583,Due Date,movie,"Comedy, Drama",6.5,365305.0,2010.0,tm90864
tt0125439,Notting Hill,movie,"Comedy, Drama, Romance",7.2,365288.0,1999.0,tm39130
tt0071315,Chinatown,movie,"Drama, Mystery, Thriller",8.1,365023.0,1974.0,tm109939
